sample_id,dataset,stratum,acc_low,acc_high,acc_max,rt_low,rt_high,rt_max
lcb_0238,livecodebench,easy,1.0,1.0,1.0,429.2,188.6,225.6
lcb_0242,livecodebench,hard,1.0,1.0,1.0,4876,20823.2,9715.6
lcb_0249,livecodebench,easy,1.0,1.0,1.0,201.6,534,348
lcb_0250,livecodebench,easy,1.0,1.0,1.0,5372.8,33453.6,17879.2
lcb_0251,livecodebench,medium,1.0,1.0,1.0,2064.8,18109.6,13043
lcb_0253,livecodebench,hard,1.0,0.4,1.0,15891,61025,48374.6
lcb_0256,livecodebench,medium,1.0,1.0,1.0,3548,16704.8,12650.8
lcb_0257,livecodebench,medium,1.0,1.0,1.0,5138.6,32123.4,22062.2
lcb_0259,livecodebench,easy,1.0,1.0,1.0,1249.8,5485.8,4679.4
lcb_0260,livecodebench,medium,1.0,1.0,1.0,2792.4,23404.6,17821.6
lcb_0261,livecodebench,medium,1.0,1.0,1.0,7220.6,35011.6,32420.2
lcb_0265,livecodebench,easy,1.0,1.0,1.0,367.6,323.2,331.6
lcb_0269,livecodebench,hard,0.0,0.0,0.0,10368.6,60901,46287.4
lcb_0270,livecodebench,easy,1.0,1.0,1.0,480.4,677,288
lcb_0272,livecodebench,medium,1.0,1.0,1.0,1682.2,18350,6608.2
lcb_0275,livecodebench,easy,1.0,1.0,1.0,1762.8,6378.8,4328.6
lcb_0278,livecodebench,hard,0.0,0.0,0.4,12329.4,65535.8,63514.2
lcb_0281,livecodebench,medium,1.0,1.0,1.0,10326,37503.4,26217.4
lcb_0285,livecodebench,easy,1.0,1.0,1.0,1162.2,5054.8,3489.4
lcb_0296,livecodebench,medium,1.0,1.0,1.0,2910.2,18494.6,10132
lcb_0298,livecodebench,hard,1.0,0.4,1.0,9661.8,58723.6,35310.8
lcb_0300,livecodebench,easy,1.0,1.0,1.0,394.6,1208.4,1965.2
lcb_0306,livecodebench,medium,1.0,1.0,1.0,5214,18014.2,8587.6
lcb_0308,livecodebench,hard,0.8,1.0,1.0,12289,45730,35595.2
lcb_0317,livecodebench,easy,1.0,1.0,1.0,1056.2,3541,1802.8
lcb_0319,livecodebench,medium,1.0,1.0,0.8,847.4,23651.4,12111.6
lcb_0320,livecodebench,hard,0.0,0.0,0.0,10711.6,58717,35676.4
lcb_0322,livecodebench,easy,1.0,1.0,1.0,3082.6,12556.2,6578.2
lcb_0323,livecodebench,medium,1.0,1.0,1.0,2429.2,2493,9329.4
lcb_0325,livecodebench,hard,1.0,1.0,1.0,5360.2,38359.6,21976
math500_0000,math500,2,0.8,0.8,0.2,63,78.4,74
math500_0014,math500,1,0.2,0.8,0.0,328.4,367.4,559
math500_0016,math500,1,1.0,1.0,1.0,78.6,76.6,78.4
math500_0018,math500,1,0.8,1.0,1.0,6574.6,7314,14592.6
math500_0019,math500,3,1.0,1.0,1.0,421.4,687.6,662.4
math500_0025,math500,5,0.0,0.2,0.0,1004.6,1324.4,2461.8
math500_0030,math500,3,1.0,1.0,1.0,66.4,81.2,87.6
math500_0039,math500,3,1.0,1.0,1.0,153.6,114.2,156.2
math500_0046,math500,2,1.0,1.0,1.0,500.4,517,713.8
math500_0048,math500,2,1.0,1.0,1.0,103.8,95.6,110
math500_0051,math500,2,0.2,0.2,0.4,416.4,533.6,1068.8
math500_0052,math500,5,1.0,1.0,1.0,199.4,118.2,134.4
math500_0062,math500,5,1.0,1.0,1.0,247.6,298.4,408.4
math500_0065,math500,1,1.0,1.0,1.0,98.4,54.8,75.2
math500_0068,math500,4,1.0,1.0,0.8,473.6,530.8,1415.8
math500_0072,math500,2,1.0,1.0,1.0,105.4,90.2,101
math500_0074,math500,2,0.0,0.4,0.2,148.6,163.6,175.2
math500_0077,math500,1,1.0,1.0,1.0,55,59.6,60.8
math500_0079,math500,1,1.0,1.0,1.0,60.6,60.6,60.6
math500_0081,math500,3,0.8,0.8,1.0,229.4,178.8,252.2
math500_0085,math500,4,0.2,0.6,0.4,129.8,115.2,94.2
math500_0086,math500,1,1.0,1.0,1.0,26.2,23,25.8
math500_0092,math500,4,1.0,0.8,0.8,326.4,177,211.8
math500_0106,math500,2,0.0,0.0,0.0,53.8,99.6,101.4
math500_0113,math500,2,1.0,1.0,1.0,85.4,76.6,98.4
math500_0115,math500,2,1.0,1.0,1.0,142,89,95.6
math500_0122,math500,3,0.6,0.4,0.8,99.4,91.8,79.4
math500_0123,math500,4,1.0,1.0,1.0,1076,1267,1355.6
math500_0148,math500,1,0.8,1.0,1.0,57.2,59.2,70.8
math500_0151,math500,5,1.0,1.0,1.0,163.6,383.2,339
math500_0152,math500,5,1.0,1.0,1.0,1236.2,1269.2,2205.6
math500_0160,math500,2,1.0,1.0,1.0,109,77.6,84.2
math500_0167,math500,1,0.8,1.0,1.0,67.2,42.4,49.4
math500_0171,math500,1,0.8,0.6,0.6,55.4,43.4,63.6
math500_0172,math500,1,1.0,1.0,1.0,109,78.6,81
math500_0174,math500,3,1.0,1.0,1.0,114.8,114.2,161.8
math500_0181,math500,3,0.6,0.6,0.2,208.2,202.4,299.2
math500_0183,math500,4,1.0,1.0,1.0,358.4,374.6,575.6
math500_0187,math500,1,1.0,1.0,1.0,105.4,91,107
math500_0195,math500,4,1.0,1.0,1.0,242.8,381,392
math500_0199,math500,2,1.0,1.0,1.0,62.2,57.4,59.4
math500_0207,math500,2,1.0,1.0,1.0,37.6,33.4,53.4
math500_0212,math500,3,1.0,1.0,1.0,138,114.4,126.6
math500_0218,math500,2,1.0,1.0,1.0,40.6,40.2,40.8
math500_0223,math500,3,1.0,1.0,1.0,1823.2,1010.6,1667.4
math500_0224,math500,4,1.0,1.0,0.8,444.4,590.4,592.2
math500_0226,math500,3,1.0,1.0,1.0,1349.4,446.6,1349.4
math500_0232,math500,5,1.0,1.0,0.8,1234,1420.6,2030.8
math500_0235,math500,4,0.0,0.0,0.0,103.6,93,76.2
math500_0236,math500,4,1.0,1.0,1.0,1228.6,2780.2,2618.2
math500_0239,math500,5,1.0,1.0,1.0,4776,4270.6,8769.8
math500_0242,math500,5,0.0,0.0,0.0,1145.2,715.6,612.4
math500_0248,math500,4,0.0,0.2,0.0,546.6,566,643.8
math500_0264,math500,5,0.0,0.0,0.0,9154.2,8157.8,23697.4
math500_0265,math500,2,1.0,1.0,1.0,65.8,65.4,58
math500_0269,math500,3,1.0,1.0,1.0,109.6,94.2,108
math500_0272,math500,4,1.0,1.0,1.0,390.2,275.8,361.6
math500_0273,math500,4,0.2,0.2,0.0,224.4,187.8,236.2
math500_0275,math500,2,1.0,1.0,1.0,56.2,57.2,58
math500_0280,math500,4,1.0,1.0,1.0,169.6,277.6,461
math500_0284,math500,5,0.0,0.0,0.0,7732.2,7669.4,19159.8
math500_0285,math500,4,1.0,1.0,1.0,3973.8,2838.2,7165.6
math500_0286,math500,5,1.0,1.0,0.8,1651,6834,12245.8
math500_0310,math500,2,1.0,1.0,1.0,693.6,246.2,275.6
math500_0312,math500,1,0.0,0.0,0.0,65.6,72.8,56.6
math500_0323,math500,5,1.0,1.0,1.0,1044,1089.2,2259
math500_0330,math500,5,1.0,1.0,1.0,311.6,224.2,216.2
math500_0334,math500,3,1.0,1.0,1.0,137,153.2,137.4
math500_0335,math500,4,1.0,1.0,1.0,552.4,263.8,408
math500_0338,math500,3,1.0,1.0,0.8,289,232.2,224
math500_0342,math500,3,1.0,1.0,1.0,72.6,94.2,105.8
math500_0349,math500,4,1.0,1.0,1.0,9662.2,9015.2,17573.4
math500_0352,math500,4,0.6,0.4,0.2,1349,1870.2,3823.6
math500_0359,math500,4,1.0,0.8,1.0,587.8,8262.8,9405.2
math500_0360,math500,3,0.6,1.0,0.8,266.8,261.4,651
math500_0368,math500,2,1.0,1.0,1.0,89.6,118.8,99.6
math500_0370,math500,1,1.0,1.0,1.0,43.8,43.4,49.6
math500_0374,math500,1,1.0,1.0,1.0,71,49.8,53.8
math500_0378,math500,3,1.0,1.0,1.0,339.6,181,201.2
math500_0381,math500,5,1.0,1.0,0.8,1184.8,1185.8,2419.2
math500_0386,math500,3,1.0,1.0,1.0,122.6,115,124.6
math500_0401,math500,5,0.8,1.0,0.8,1302.4,2049.2,2868.4
math500_0404,math500,1,1.0,1.0,1.0,95.4,85,118
math500_0406,math500,1,1.0,1.0,1.0,58.4,45,58.6
math500_0408,math500,5,0.0,0.2,0.2,2464.8,868.4,2974
math500_0410,math500,2,1.0,1.0,1.0,196.4,189.4,208.2
math500_0424,math500,5,1.0,1.0,1.0,136.6,136.8,128
math500_0436,math500,4,1.0,1.0,1.0,457.6,528.8,591.8
math500_0437,math500,3,1.0,1.0,1.0,407,276.4,339.4
math500_0442,math500,4,1.0,1.0,1.0,115,140.2,192.8
math500_0451,math500,3,0.2,0.6,0.2,224.4,187.4,274.6
math500_0454,math500,5,1.0,1.0,1.0,1039.2,597,818
math500_0455,math500,2,1.0,1.0,1.0,48,36.2,57.8
math500_0457,math500,1,1.0,1.0,1.0,45.2,31.8,39.8
math500_0472,math500,1,0.0,0.0,0.0,81.2,64.2,75
math500_0474,math500,1,1.0,1.0,1.0,135.2,99.6,120.8
math500_0485,math500,2,1.0,1.0,1.0,5786.4,3357.8,8011.6
math500_0488,math500,5,0.0,0.0,0.0,90.2,80.8,89.4
math500_0492,math500,3,1.0,1.0,1.0,165.4,190,166.6
math500_0493,math500,5,1.0,1.0,1.0,341.6,175.2,220.6
zebralogic_03272,zebralogic_grid,2,0.0,0.0,0.0,1518.8,1692.6,2156.6
zebralogic_03289,zebralogic_grid,2,0.6,1.0,0.8,1250.4,1037.2,1604.2
zebralogic_03299,zebralogic_grid,1,0.0,0.0,0.0,445.6,443.6,409
zebralogic_03308,zebralogic_grid,1,0.0,0.0,0.0,506.2,316.2,458.8
zebralogic_03309,zebralogic_grid,1,0.0,0.0,0.0,777.6,489.4,803
zebralogic_03324,zebralogic_grid,4,0.0,0.0,0.0,5561.8,9729,11774.2
zebralogic_03325,zebralogic_grid,3,0.0,0.4,0.4,1618.4,1841.4,1538.4
zebralogic_03338,zebralogic_grid,5,0.4,0.2,0.0,4202.2,5046,3659.8
zebralogic_03349,zebralogic_grid,4,0.0,0.0,0.0,6796.6,10011.8,9943.4
zebralogic_03358,zebralogic_grid,4,0.2,0.8,1.0,8686.6,11684,15297
zebralogic_03370,zebralogic_grid,1,0.0,0.0,0.0,1271,1294.6,1375.2
zebralogic_03371,zebralogic_grid,1,0.8,0.8,0.4,696.4,1002.8,1426.6
zebralogic_03384,zebralogic_grid,3,0.0,0.0,0.0,3008.6,5574,4172.6
zebralogic_03386,zebralogic_grid,4,0.0,0.0,0.0,3381.6,3777.4,3548
zebralogic_03392,zebralogic_grid,3,0.4,0.4,0.2,2757.6,3116.2,5640.8
zebralogic_03396,zebralogic_grid,1,0.0,0.2,0.0,321.4,254.4,306
zebralogic_03397,zebralogic_grid,3,0.0,0.0,0.0,2119.4,2142.8,4723.4
zebralogic_03411,zebralogic_grid,3,1.0,1.0,1.0,2501.2,3260.6,3885.2
zebralogic_03428,zebralogic_grid,1,0.0,0.0,0.0,543.2,501.4,551.2
zebralogic_03435,zebralogic_grid,3,0.0,0.0,0.0,3474.8,4222.6,4752.8
zebralogic_03440,zebralogic_grid,2,0.0,0.0,0.0,1515,1687,1888.8
zebralogic_03447,zebralogic_grid,5,0.8,0.6,0.8,4035.6,6475.6,5370.4
zebralogic_03463,zebralogic_grid,5,0.0,0.0,0.0,22805.4,37766.2,33120
zebralogic_03472,zebralogic_grid,1,0.0,0.0,0.0,461.6,337.2,570
zebralogic_03478,zebralogic_grid,3,0.0,0.0,0.0,4130.8,5042.4,6003.8
zebralogic_03481,zebralogic_grid,2,0.0,0.0,0.0,1146.8,1540.6,1990.2
zebralogic_03499,zebralogic_grid,5,0.0,0.0,0.0,6254.2,7868.4,8886.4
zebralogic_03503,zebralogic_grid,2,0.0,0.0,0.0,684.4,604.2,852.6
zebralogic_03520,zebralogic_grid,4,0.0,0.0,0.0,3991,4811,5356.8
zebralogic_03555,zebralogic_grid,1,0.0,0.0,0.0,359.4,376.8,342.2
zebralogic_03559,zebralogic_grid,1,0.8,1.0,1.0,227.2,130.4,195.2
zebralogic_03560,zebralogic_grid,4,0.0,0.0,0.0,4048.8,5273.2,5194.6
zebralogic_03563,zebralogic_grid,2,0.0,0.4,0.2,5137.4,4914.6,4696.4
zebralogic_03565,zebralogic_grid,4,0.0,0.0,0.0,5212.8,20932.6,15593
zebralogic_03567,zebralogic_grid,1,0.4,1.0,1.0,1940.6,1859.6,2772.4
zebralogic_03574,zebralogic_grid,5,0.0,0.0,0.0,8882.2,10132,12353.4
zebralogic_03579,zebralogic_grid,3,0.0,0.0,0.0,2050.8,3631,3764.6
zebralogic_03595,zebralogic_grid,1,0.0,0.0,0.0,1134.4,744,1207.2
zebralogic_03616,zebralogic_grid,4,0.2,0.8,1.0,3396.4,4679.2,3976
zebralogic_03623,zebralogic_grid,3,0.0,0.0,0.0,2868.4,4788,3277.4
zebralogic_03625,zebralogic_grid,5,0.0,0.0,0.0,4786.4,8882.8,6480
zebralogic_03627,zebralogic_grid,5,0.0,0.0,0.0,5647.8,9270.2,10333.6
zebralogic_03629,zebralogic_grid,2,0.0,0.0,0.0,1453.4,1143.6,1308
zebralogic_03630,zebralogic_grid,4,0.0,0.0,0.0,3296.2,3283.2,3633
zebralogic_03631,zebralogic_grid,1,0.0,0.0,0.0,643.4,537.8,495
zebralogic_03634,zebralogic_grid,4,0.0,0.0,0.0,5645.6,8098.8,8809
zebralogic_03649,zebralogic_grid,3,0.0,0.0,0.0,1013.8,879.4,1053.4
zebralogic_03709,zebralogic_grid,3,0.0,0.0,0.0,1470.4,1534,1841.2
zebralogic_03712,zebralogic_grid,4,0.0,0.0,0.0,1940,2580.8,3225
zebralogic_03726,zebralogic_grid,4,0.2,0.6,0.2,2924.8,3598,2776.4
zebralogic_03727,zebralogic_grid,2,0.0,0.0,0.0,5295,7672.2,11221.2
zebralogic_03728,zebralogic_grid,2,0.2,0.6,0.4,1464.8,1702,2223.4
zebralogic_03736,zebralogic_grid,3,1.0,0.6,0.6,1782.6,2034.2,1759
zebralogic_03737,zebralogic_grid,5,0.0,0.0,0.0,9385.4,12077.4,12581
zebralogic_03746,zebralogic_grid,5,0.0,0.0,0.0,9923,15263.2,13907.4
zebralogic_03750,zebralogic_grid,3,0.6,0.8,0.2,2195.2,1848.8,2548.8
zebralogic_03753,zebralogic_grid,2,0.0,0.0,0.0,1504,1405.6,1868.6
zebralogic_03759,zebralogic_grid,5,0.0,0.0,0.0,10364,11821.2,11090
zebralogic_03763,zebralogic_grid,3,0.0,0.0,0.0,2400.6,1903,2292.4
zebralogic_03767,zebralogic_grid,3,0.0,0.0,0.0,2810.8,4836,4312.6
zebralogic_03788,zebralogic_grid,5,0.0,0.0,0.0,7705,12915.2,11460.8
zebralogic_03821,zebralogic_grid,1,0.0,0.0,0.0,415.6,356.6,394.6
zebralogic_03830,zebralogic_grid,2,0.0,0.0,0.0,1218.2,1273.2,1353.2
zebralogic_03846,zebralogic_grid,3,0.0,0.0,0.0,1295,1303.6,1455
zebralogic_03866,zebralogic_grid,4,0.0,0.0,0.0,9951.8,13553.8,11657.8
zebralogic_03868,zebralogic_grid,2,0.2,0.2,0.2,1187.8,835.6,1160
zebralogic_03885,zebralogic_grid,2,1.0,1.0,1.0,1951.8,1677.2,2106.2
zebralogic_03914,zebralogic_grid,5,0.0,0.0,0.0,20264.8,32246.8,24034.4
zebralogic_03936,zebralogic_grid,2,0.0,0.0,0.0,4282.2,6010.8,6434.8
zebralogic_03948,zebralogic_grid,3,0.0,0.0,0.0,1425.2,1987.6,1296.8
zebralogic_03959,zebralogic_grid,4,0.0,0.0,0.0,3622.6,6442.2,6026.6
zebralogic_03960,zebralogic_grid,2,0.0,0.0,0.0,2937.6,3838.4,4754.4
zebralogic_03973,zebralogic_grid,1,0.0,0.0,0.0,767.6,785.8,849.8
zebralogic_03981,zebralogic_grid,4,0.0,0.0,0.0,5312.6,5776.6,7716.6
zebralogic_04011,zebralogic_grid,5,0.0,0.0,0.0,7801.2,17715.6,12203.2
zebralogic_04023,zebralogic_grid,2,0.0,0.0,0.0,1018.6,1183.6,1413.6
zebralogic_04030,zebralogic_grid,4,0.0,0.0,0.0,4107.4,5257.4,4844.6
zebralogic_04032,zebralogic_grid,1,0.0,0.0,0.0,358.6,339.8,390.8
zebralogic_04034,zebralogic_grid,3,0.0,0.0,0.0,1245.2,1383.8,1992.6
zebralogic_04042,zebralogic_grid,4,0.0,0.0,0.0,3569,4967.8,4173.8
zebralogic_04071,zebralogic_grid,5,0.0,0.0,0.0,10113.8,12844.6,11306.8
zebralogic_04096,zebralogic_grid,5,0.0,0.0,0.0,11275.8,19838.2,17681.4
zebralogic_04099,zebralogic_grid,4,0.0,0.0,0.0,4762.6,6865.2,5921.8
zebralogic_04105,zebralogic_grid,1,0.0,0.0,0.0,892,861.2,939.2
zebralogic_04106,zebralogic_grid,5,0.0,0.0,0.0,4435.4,7930,5340.8
zebralogic_04112,zebralogic_grid,2,0.8,1.0,0.8,1247.8,1071.8,1767.4
zebralogic_04114,zebralogic_grid,2,0.0,0.0,0.0,2257.2,4142.8,3237.2
zebralogic_04131,zebralogic_grid,5,0.0,0.0,0.0,13156,17562.8,19651.4
zebralogic_04147,zebralogic_grid,2,0.0,0.0,0.0,1323.6,1089.4,2074
zebralogic_04148,zebralogic_grid,5,0.0,0.0,0.0,11747.2,21240,18938.6
zebralogic_04156,zebralogic_grid,4,0.0,0.0,0.0,12199.4,22696.8,20183.2
zebralogic_04160,zebralogic_grid,1,0.0,0.0,0.0,1614.8,1860.4,1945.6
zebralogic_04169,zebralogic_grid,5,0.0,0.0,0.0,16921.8,25473,24166.4
zebralogic_04186,zebralogic_grid,5,0.0,0.0,0.0,3842.2,4942.6,3989.4
zebralogic_04190,zebralogic_grid,3,0.4,0.4,0.2,1500,1203.6,3454.8
zebralogic_04217,zebralogic_grid,2,0.6,0.6,0.4,787.6,767,913
zebralogic_04225,zebralogic_grid,3,0.0,0.0,0.0,1393.4,1675.6,1724.8
zebralogic_04233,zebralogic_grid,4,0.0,0.0,0.0,6187,9575.2,9576
zebralogic_04234,zebralogic_grid,1,0.0,0.0,0.0,284,173,322.2
zebralogic_04237,zebralogic_grid,1,0.0,0.0,0.0,566.2,513.8,535.4
